(1,1.5888125735610848E-5)
(2,2.939122052334436E-5)
(3,4.0867056946842885E-5)
(4,5.06197415245642E-5)
(5,5.890776462131797E-5)
(6,6.59508428730544E-5)
(7,7.193573524791716E-5)
(8,7.702118669812165E-5)
(9,8.134213026403419E-5)
(10,8.501325886262298E-5)
(11,1.0470069929669523E-4)
(12,1.0470069929669523E-4)
(13,1.0470069929669523E-4)
(14,1.0470069929669523E-4)
(15,1.0470069929669523E-4)
(16,1.0470069929669523E-4)
(17,1.0470069929669523E-4)
(18,1.0470069929669523E-4)
(19,1.0470069929669523E-4)
(20,1.0470069929669523E-4)
(21,1.0470069929669523E-4)
(22,1.0470069929669523E-4)
(23,1.0470069929669523E-4)
(24,1.0470069929669523E-4)
(25,1.0470069929669523E-4)
(26,1.0470069929669523E-4)
(27,1.0470069929669523E-4)
(28,1.0470069929669523E-4)
(29,1.0470069929669523E-4)
(30,1.0470069929669523E-4)
(31,1.0470069929669523E-4)
(32,1.0470069929669523E-4)
(33,1.0470069929669523E-4)
(34,1.0470069929669523E-4)
(35,1.0470069929669523E-4)
(36,1.0470069929669523E-4)
(37,1.0470069929669523E-4)
(38,1.0470069929669523E-4)
(39,1.0470069929669523E-4)
(40,1.0470069929669523E-4)
(41,1.0470069929669523E-4)
(42,1.0470069929669523E-4)
(43,1.0470069929669523E-4)
(44,1.0470069929669523E-4)
(45,1.0470069929669523E-4)
(46,1.0470069929669523E-4)
(47,1.0470069929669523E-4)
(48,1.0470069929669523E-4)
(49,1.0470069929669523E-4)
(50,1.0470069929669523E-4)
(51,1.0470069929669523E-4)
(52,1.0470069929669523E-4)
(53,1.0470069929669523E-4)
(54,1.0470069929669523E-4)
(55,1.0470069929669523E-4)
(56,1.0470069929669523E-4)
(57,1.0470069929669523E-4)
(58,1.0470069929669523E-4)
(59,1.0470069929669523E-4)
(60,1.0470069929669523E-4)
(61,1.0470069929669523E-4)
(62,1.0470069929669523E-4)
(63,1.0470069929669523E-4)
(64,1.0470069929669523E-4)
(65,1.0470069929669523E-4)
(66,1.0470069929669523E-4)
(67,1.0470069929669523E-4)
(68,1.0470069929669523E-4)
(69,1.0470069929669523E-4)
(70,1.0470069929669523E-4)
(71,1.0470069929669523E-4)
(72,1.0470069929669523E-4)
(73,1.0470069929669523E-4)
(74,1.0470069929669523E-4)
(75,1.0470069929669523E-4)
(76,1.0470069929669523E-4)
(77,1.0470069929669523E-4)
(78,1.0470069929669523E-4)
(79,1.0470069929669523E-4)
(80,1.0470069929669523E-4)
(81,1.0470069929669523E-4)
(82,1.0470069929669523E-4)
(83,1.0470069929669523E-4)
(84,1.0470069929669523E-4)
(85,1.0470069929669523E-4)
(86,1.0470069929669523E-4)
(87,1.0470069929669523E-4)
(88,1.0470069929669523E-4)
(89,1.0470069929669523E-4)
(90,1.0470069929669523E-4)
(91,1.0470069929669523E-4)
(92,1.0470069929669523E-4)
(93,1.0470069929669523E-4)
(94,1.0470069929669523E-4)
(95,1.0470069929669523E-4)
(96,1.0470069929669523E-4)
(97,1.0470069929669523E-4)
(98,1.0470069929669523E-4)
(99,1.0470069929669523E-4)
(100,1.0470069929669523E-4)
(101,1.5888125735610848E-5)
(102,2.939122052334436E-5)
(103,4.0867056946842885E-5)
(104,5.06197415245642E-5)
(105,5.890776462131797E-5)
(106,6.59508428730544E-5)
(107,7.193573524791716E-5)
(108,7.702118669812165E-5)
(109,8.134213026403419E-5)
(110,8.501325886262298E-5)
(111,1.0470069929669523E-4)
(112,1.0470069929669523E-4)
(113,1.0470069929669523E-4)
(114,1.0470069929669523E-4)
(115,1.0470069929669523E-4)
(116,1.0470069929669523E-4)
(117,1.0470069929669523E-4)
(118,1.0470069929669523E-4)
(119,1.0470069929669523E-4)
(120,1.0470069929669523E-4)
(121,1.0470069929669523E-4)
(122,1.0470069929669523E-4)
(123,1.0470069929669523E-4)
(124,1.0470069929669523E-4)
(125,1.0470069929669523E-4)
(126,1.0470069929669523E-4)
(127,1.0470069929669523E-4)
(128,1.0470069929669523E-4)
(129,1.0470069929669523E-4)
(130,1.0470069929669523E-4)
(131,1.0470069929669523E-4)
(132,1.0470069929669523E-4)
(133,1.0470069929669523E-4)
(134,1.0470069929669523E-4)
(135,1.0470069929669523E-4)
(136,1.0470069929669523E-4)
(137,1.0470069929669523E-4)
(138,1.0470069929669523E-4)
(139,1.0470069929669523E-4)
(140,1.0470069929669523E-4)
(141,1.0470069929669523E-4)
(142,1.0470069929669523E-4)
(143,1.0470069929669523E-4)
(144,1.0470069929669523E-4)
(145,1.0470069929669523E-4)
(146,1.0470069929669523E-4)
(147,1.0470069929669523E-4)
(148,1.0470069929669523E-4)
(149,1.0470069929669523E-4)
(150,1.0470069929669523E-4)
(151,1.0470069929669523E-4)
(152,1.0470069929669523E-4)
(153,1.0470069929669523E-4)
(154,1.0470069929669523E-4)
(155,1.0470069929669523E-4)
